longitude,latitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
106.0108,-2.14,321.3,1,1,2023-09-30,0300,Terra,MODIS,71,61.03,298.5,11.1,D,0
105.9563,-2.3072,315.9,1,1,2023-09-30,0300,Terra,MODIS,51,61.03,296.4,7.2,D,0
106.31,-2.872,326.1,1.1,1.1,2023-10-01,0642,Aqua,MODIS,80,61.03,295.9,21.1,D,0
106.0306,-1.7259,319.3,2.1,1.4,2023-10-03,0627,Aqua,MODIS,73,61.03,284.7,31.1,D,0
106.0123,-1.7285,312,2.1,1.4,2023-10-03,0627,Aqua,MODIS,53,61.03,284.5,14,D,0
106.0253,-1.7365,327.1,2.1,1.4,2023-10-03,0627,Aqua,MODIS,80,61.03,285.3,54.4,D,0
106.2407,-2.8829,306.9,1.2,1.1,2023-10-04,1446,Terra,MODIS,67,61.03,293.9,8.1,N,0
106.408,-2.6857,305.9,1.2,1.1,2023-10-04,1446,Terra,MODIS,62,61.03,294.4,6.1,N,0
106.1698,-2.6987,341.6,1.2,1.1,2023-10-04,1446,Terra,MODIS,100,61.03,295.2,60.4,N,0
106.1589,-2.7002,304.7,1.2,1.1,2023-10-04,1446,Terra,MODIS,56,61.03,294.2,5.4,N,0
106.4219,-2.4901,304.5,1.2,1.1,2023-10-04,1446,Terra,MODIS,53,61.03,294.3,4.7,N,0
105.8087,-1.7167,310,1.3,1.1,2023-10-04,1446,Terra,MODIS,76,61.03,294,10,N,0
105.814,-1.7147,304.3,1.3,1.1,2023-10-04,1446,Terra,MODIS,48,61.03,293.9,4.7,N,0
106.1011,-2.3009,315.6,1.3,1.1,2023-10-05,0307,Terra,MODIS,23,61.03,296.9,7.2,D,0
105.8083,-1.7179,318.3,1.2,1.1,2023-10-05,0307,Terra,MODIS,69,61.03,299.6,9.7,D,0
106.1615,-2.7211,311.8,4.2,1.9,2023-10-05,0612,Aqua,MODIS,51,61.03,292.3,35.8,D,0
107.5492,-2.9154,319.4,1.1,1.1,2023-10-06,0654,Aqua,MODIS,0,61.03,298.3,11.2,D,0
106.5752,-2.9395,313.5,1,1,2023-10-06,0654,Aqua,MODIS,32,61.03,293.8,5.4,D,0
106.3028,-2.8953,321.5,1,1,2023-10-06,0654,Aqua,MODIS,66,61.03,299.6,10.2,D,0
106.2936,-2.8325,322.4,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,299.9,11,D,0
106.1764,-2.822,323.8,1,1,2023-10-06,0654,Aqua,MODIS,73,61.03,304.6,9.4,D,0
106.1582,-2.7606,327.2,1,1,2023-10-06,0654,Aqua,MODIS,78,61.03,302.1,14.9,D,0
105.9778,-2.758,317.4,1,1,2023-10-06,0654,Aqua,MODIS,46,61.03,300.1,7.4,D,0
105.9689,-2.7592,322.3,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,300.7,12.1,D,0
105.9676,-2.7503,325.1,1,1,2023-10-06,0654,Aqua,MODIS,71,61.03,300.5,14.7,D,0
106.0529,-2.7106,324,1,1,2023-10-06,0654,Aqua,MODIS,73,61.03,301,12.7,D,0
106.0815,-2.6332,321.6,1,1,2023-10-06,0654,Aqua,MODIS,69,61.03,301.4,10,D,0
106.0722,-2.1549,323.4,1,1,2023-10-06,0654,Aqua,MODIS,74,61.03,301.3,8.9,D,0
106.0632,-2.1562,327.7,1,1,2023-10-06,0654,Aqua,MODIS,81,61.03,301.4,14.6,D,0
106.0817,-2.4602,306.2,2.5,1.5,2023-10-06,1429,Terra,MODIS,67,61.03,294.3,21.1,N,0
105.4517,-2.0081,317.4,1.1,1,2023-10-07,0251,Terra,MODIS,61,61.03,300.2,7.3,D,0
105.6174,-1.6262,319.6,1.1,1,2023-10-07,0251,Terra,MODIS,63,61.03,301.9,8.3,D,0
106.1667,-2.4814,318.4,1,1,2023-10-07,0251,Terra,MODIS,64,61.03,296.7,6.9,D,0
106.8596,-2.9983,321.2,1,1,2023-10-07,0251,Terra,MODIS,53,61.03,300.4,10.7,D,0
106.4874,-2.7359,304.5,1.4,1.2,2023-10-07,1510,Terra,MODIS,60,61.03,294.2,7.2,N,0
105.9695,-2.6886,304.9,1.3,1.1,2023-10-07,1510,Terra,MODIS,60,61.03,294,6.6,N,0
105.9583,-2.6902,305.2,1.3,1.1,2023-10-07,1510,Terra,MODIS,61,61.03,294,6.9,N,0
105.8378,-1.7261,312.7,1.3,1.1,2023-10-07,1510,Terra,MODIS,85,61.03,295.8,13.6,N,0
105.8316,-1.7264,307.1,1.3,1.1,2023-10-07,1510,Terra,MODIS,70,61.03,295.7,8.5,N,0
106.4686,-2.8295,320.6,1.2,1.1,2023-10-08,0639,Aqua,MODIS,68,61.03,301.9,9.7,D,0
106.5801,-2.7638,319.3,1.2,1.1,2023-10-08,0639,Aqua,MODIS,69,61.03,297.3,14,D,0
106.5991,-3.0572,317.3,2,1.4,2023-10-10,0315,Terra,MODIS,57,61.03,293.9,23.5,D,0
106.854,-3.0158,314.6,2.2,1.4,2023-10-10,0624,Aqua,MODIS,0,61.03,293.6,15.7,D,0
106.5269,-2.8977,332.9,1.4,1.2,2023-10-11,0706,Aqua,MODIS,83,61.03,304,33,D,0
106.5253,-2.8871000000000002,324.4,1.4,1.2,2023-10-11,0706,Aqua,MODIS,52,61.03,303.1,16.1,D,0
106.119,-2.8062,320.3,1.4,1.2,2023-10-11,0706,Aqua,MODIS,52,61.03,298.8,13.7,D,0
105.9082,-1.549,336.8,1.4,1.2,2023-10-11,0706,Aqua,MODIS,76,61.03,300.5,43.5,D,0
105.896,-1.5508,324.4,1.4,1.2,2023-10-11,0706,Aqua,MODIS,77,61.03,300.3,16.8,D,0
106.3833,-2.7264,320,1.7,1.3,2023-10-11,1437,Terra,MODIS,99,61.03,292.8,35.4,N,0
106.3683,-2.7285,303.3,1.7,1.3,2023-10-11,1437,Terra,MODIS,54,61.03,292.6,7.9,N,0
106.3772,-2.7281,317.3,1.7,1.3,2023-10-11,1437,Terra,MODIS,95,61.03,292.8,29.7,N,0
106.3179,-2.6319,312.8,1.7,1.3,2023-10-11,1437,Terra,MODIS,86,61.03,293.7,20.8,N,0
106.3276,-2.6316,303.9,1.7,1.3,2023-10-11,1437,Terra,MODIS,58,61.03,293.5,8.4,N,0
106.3124,-2.6337,307.1,1.7,1.3,2023-10-11,1437,Terra,MODIS,70,61.03,293.6,12.8,N,0
106.6198,-2.579,307.1,1.6,1.3,2023-10-11,1437,Terra,MODIS,68,61.03,294.3,10.4,N,0
106.6054,-2.581,305.1,1.6,1.3,2023-10-11,1437,Terra,MODIS,60,61.03,294.2,8,N,0
106.3962,-2.5757,305.1,1.7,1.3,2023-10-11,1437,Terra,MODIS,63,61.03,293.5,9,N,0
105.397,-1.8419,326.3,1,1,2023-10-12,0258,Terra,MODIS,75,61.03,287.7,20.6,D,0
106.4959,-2.5362,316,1.1,1,2023-10-12,0258,Terra,MODIS,58,61.03,298.4,5.5,D,0
106.1061,-2.4983,322,1,1,2023-10-12,0258,Terra,MODIS,66,61.03,296.4,12.6,D,0
106.1152,-2.4996,323.5,1,1,2023-10-12,0258,Terra,MODIS,74,61.03,296.7,14.1,D,0
106.1049,-2.5073,318.7,1,1,2023-10-12,0258,Terra,MODIS,28,61.03,296.5,8.9,D,0
106.114,-2.5086,321.7,1,1,2023-10-12,0258,Terra,MODIS,55,61.03,297.6,11.9,D,0
106.3021,-2.6898,305.9,1.8,1.3,2023-10-12,1517,Terra,MODIS,65,61.03,293.5,13,N,0
106.6337,-3.0236,340.7,1,1,2023-10-13,0651,Aqua,MODIS,90,61.03,298.2,37.6,D,0
106.6249,-3.0249,342.5,1,1,2023-10-13,0651,Aqua,MODIS,91,61.03,297.5,40.9,D,0
106.4913,-3.0243,315.9,1,1,2023-10-13,0651,Aqua,MODIS,50,61.03,297.6,4.9,D,0
106.4954,-2.9049,324.6,1,1,2023-10-13,0651,Aqua,MODIS,61,61.03,305.3,10.2,D,0
106.5295,-2.8908,325.1,1,1,2023-10-13,0651,Aqua,MODIS,58,61.03,309.1,10.9,D,0
106.4915,-2.8782,322.8,1,1,2023-10-13,0651,Aqua,MODIS,37,61.03,305.9,7.9,D,0
106.4281,-2.8782,317.4,1,1,2023-10-13,0651,Aqua,MODIS,59,61.03,301,7.4,D,0
106.4192,-2.8795,315.5,1,1,2023-10-13,0651,Aqua,MODIS,45,61.03,300.5,6.2,D,0
106.5151,-2.8366,324.5,1,1,2023-10-13,0651,Aqua,MODIS,36,61.03,301.8,10,D,0
106.4149,-2.8329,327.7,1,1,2023-10-13,0651,Aqua,MODIS,78,61.03,303.5,16.4,D,0
106.1235,-2.8205,375.7,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,309.4,125.3,D,0
106.1146,-2.8217,355.9,1,1,2023-10-13,0651,Aqua,MODIS,98,61.03,306.1,64.9,D,0
106.1254,-2.8106,323.8,1,1,2023-10-13,0651,Aqua,MODIS,54,61.03,307.7,12,D,0
106.1165,-2.8119,327.7,1,1,2023-10-13,0651,Aqua,MODIS,59,61.03,307.2,17.5,D,0
106.0455,-2.8221,317.3,1,1,2023-10-13,0651,Aqua,MODIS,42,61.03,302.8,8.7,D,0
106.1241,-2.8017,378.9,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,306,139.1,D,0
106.1152,-2.803,381.6,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,307.6,151.2,D,0
106.5521,-2.6943,323.6,1,1,2023-10-13,0651,Aqua,MODIS,72,61.03,302.8,12.1,D,0
106.2949,-2.7315,348.5,1,1,2023-10-13,0651,Aqua,MODIS,94,61.03,306.8,48.4,D,0
106.2861,-2.7328,322.5,1,1,2023-10-13,0651,Aqua,MODIS,70,61.03,304.5,9.2,D,0
106.0022,-2.7738,316.5,1,1,2023-10-13,0651,Aqua,MODIS,52,61.03,302.4,6.7,D,0
106.2208,-2.6404,396.2,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,304.9,220.2,D,0
106.212,-2.6417,380.1,1,1,2023-10-13,0651,Aqua,MODIS,100,61.03,306.2,142.6,D,0
106.1385,-2.6341,324.8,1,1,2023-10-13,0651,Aqua,MODIS,72,61.03,302.7,13.3,D,0
106.4086,-2.5399,329.7,1,1,2023-10-13,0651,Aqua,MODIS,70,61.03,311.2,14.3,D,0
106.1629,-2.4275,319.7,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,303.5,7.4,D,0
106.1385,-2.2195,322.1,1,1,2023-10-13,0651,Aqua,MODIS,69,61.03,305,7.7,D,0
105.8464,-2.1235,320.6,1,1,2023-10-13,0651,Aqua,MODIS,41,61.03,299.3,9.8,D,0
106.0421,-2.0765,321.3,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,305.4,7.4,D,0
105.4449,-2.0794,334.2,1,1,2023-10-13,0651,Aqua,MODIS,64,61.03,303.8,24.7,D,0
105.4359,-2.0807,317.4,1,1,2023-10-13,0651,Aqua,MODIS,47,61.03,302.8,6.7,D,0
105.4795,-2.0652,326.5,1,1,2023-10-13,0651,Aqua,MODIS,67,61.03,302.6,15.2,D,0
105.4705,-2.0665,346.9,1,1,2023-10-13,0651,Aqua,MODIS,93,61.03,305.3,47.7,D,0
105.4615,-2.0678,324.7,1,1,2023-10-13,0651,Aqua,MODIS,75,61.03,304.3,13.1,D,0
105.322,-1.9689,317.7,1,1,2023-10-13,0651,Aqua,MODIS,63,61.03,302.9,7,D,0
105.4151,-1.8078,312.2,1,1,2023-10-13,0651,Aqua,MODIS,34,61.03,296.4,4.4,D,0
105.9383,-1.5757,322.8,1,1,2023-10-13,0651,Aqua,MODIS,76,61.03,307.3,10.2,D,0
105.937,-1.5668,341.2,1,1,2023-10-13,0651,Aqua,MODIS,85,61.03,306.3,34.2,D,0
105.9281,-1.568,333.1,1,1,2023-10-13,0651,Aqua,MODIS,85,61.03,306.3,21.8,D,0
105.9656,-2.6883,311.9,1,1,2023-10-14,1501,Terra,MODIS,84,61.03,289.6,10.5,N,0
106.1653,-2.4302,341.3,1,1,2023-10-14,1501,Terra,MODIS,100,61.03,282,48.5,N,0
106.1562,-2.4315,314.5,1,1,2023-10-14,1501,Terra,MODIS,89,61.03,281.7,13.6,N,0
106.0885,-2.3026,304,1,1,2023-10-14,1501,Terra,MODIS,56,61.03,292.5,4.9,N,0
106.0616,-2.7065,313.7,2.6,1.5,2023-10-15,0322,Terra,MODIS,66,61.03,294.2,25.2,D,0
105.8711,-2.1785,317.4,1.5,1.2,2023-10-15,0636,Aqua,MODIS,37,61.03,299.2,13.7,D,0
105.2396,-1.9257,340.8,1.6,1.3,2023-10-15,0636,Aqua,MODIS,90,61.03,298.6,71.8,D,0
106.0216,-1.7459,321.6,1.4,1.2,2023-10-15,0636,Aqua,MODIS,67,61.03,301.4,13.5,D,0
105.9632,-2.7473,321.4,2.2,1.4,2023-10-16,0718,Aqua,MODIS,63,61.03,298.6,35.2,D,0
105.4514,-2.0487,329.9,1.1,1.1,2023-10-17,0306,Terra,MODIS,82,61.03,298.2,24.5,D,0
105.9957,-2.7882,313.7,2.9,1.6,2023-10-17,0621,Aqua,MODIS,55,61.03,293.7,30.5,D,0
105.9699,-2.7919,314.7,2.9,1.6,2023-10-17,0621,Aqua,MODIS,0,61.03,294.2,32.6,D,0
106.2516,-2.4158,336.9,2.8,1.6,2023-10-17,0621,Aqua,MODIS,83,61.03,294.3,141.5,D,0
106.2496,-2.4017,317.1,2.8,1.6,2023-10-17,0621,Aqua,MODIS,36,61.03,293.9,37.7,D,0
106.1686,-2.3553,314,2.8,1.6,2023-10-17,0621,Aqua,MODIS,60,61.03,294,23.1,D,0
106.2525,-2.405,306.6,2.6,1.6,2023-10-17,1525,Terra,MODIS,69,61.03,290.4,22.7,N,0
106.2599,-2.4031,305.8,1,1,2023-10-17,1843,Aqua,MODIS,37,61.03,277.3,8.2,N,0
106.5935,-2.6739,307.6,1,1,2023-10-17,1843,Aqua,MODIS,70,61.03,287.7,8.3,N,0
106.2526,-2.4036,308.5,1.3,1.1,2023-10-19,1508,Terra,MODIS,75,61.03,288.5,10.6,N,0
106.0413,-1.8674,317,1,1,2023-10-21,1452,Terra,MODIS,94,61.03,290.1,14.6,N,0
106.4146,-2.5941,312.5,1.8,1.3,2023-10-22,0313,Terra,MODIS,63,61.03,292.4,15.3,D,0
105.9249,-2.6855,311,1.7,1.3,2023-10-22,0313,Terra,MODIS,27,61.03,280.7,15.3,D,0
105.9234,-2.6968,315.4,1.7,1.3,2023-10-22,0313,Terra,MODIS,0,61.03,278.8,24.1,D,0
106.7657,-2.968,332.3,1.9,1.4,2023-10-22,0313,Terra,MODIS,81,61.03,292.2,67.9,D,0
106.7585,-2.9724,325.4,1.9,1.4,2023-10-22,0313,Terra,MODIS,0,61.03,289.8,48,D,0
106.7757,-2.9748,322.9,2,1.4,2023-10-22,0313,Terra,MODIS,66,61.03,293.5,40,D,0
106.4677,-2.7936,316.6,1.6,1.2,2023-10-22,0633,Aqua,MODIS,62,61.03,284.7,20.9,D,0
106.4498,-2.7151,324,1.6,1.2,2023-10-22,0633,Aqua,MODIS,77,61.03,293.1,34.7,D,0
106.4445,-2.7147,325.2,1.6,1.2,2023-10-22,0633,Aqua,MODIS,48,61.03,292.9,33.4,D,0
106.1032,-2.3397,313.8,1.7,1.3,2023-10-22,0633,Aqua,MODIS,50,61.03,294.4,12.2,D,0
106.2838,-2.4146,324.1,1,1,2023-10-24,0256,Terra,MODIS,63,61.03,297.8,13.4,D,0
106.6006,-2.737,316.6,1,1,2023-10-24,0256,Terra,MODIS,52,61.03,297.8,7.2,D,0
106.6342,-3.0369,316,1,1,2023-10-24,0256,Terra,MODIS,57,61.03,298,7.4,D,0
106.889,-2.9572,320.5,2.9,1.6,2023-10-24,0618,Aqua,MODIS,0,61.03,295,56.3,D,0
106.4383,-2.9434,318.7,3.2,1.7,2023-10-24,0618,Aqua,MODIS,64,61.03,292.3,64.4,D,0
106.6664,-2.5466,314.3,3,1.7,2023-10-24,0618,Aqua,MODIS,0,61.03,293.6,27.3,D,0
106.2718,-2.42,314.2,3.2,1.7,2023-10-24,0618,Aqua,MODIS,40,61.03,291.7,32.3,D,0
106.5397,-3.0903,319.8,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,300.5,8.8,D,0
106.5296,-3.0918,321.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,53,61.03,300.9,11.3,D,0
106.5323,-3.0855,328.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,60,61.03,301.7,20.3,D,0
106.6034,-3.0073,318,1.1,1.1,2023-10-25,0700,Aqua,MODIS,63,61.03,301,7.2,D,0
106.5932,-3.0088,325.7,1.1,1.1,2023-10-25,0700,Aqua,MODIS,76,61.03,301.6,16.8,D,0
106.5468,-2.9436,316.3,1.1,1.1,2023-10-25,0700,Aqua,MODIS,58,61.03,300,6,D,0
106.4821,-2.9241,319.8,1.1,1.1,2023-10-25,0700,Aqua,MODIS,67,61.03,300.7,10.3,D,0
106.4164,-2.87,321.5,1.1,1.1,2023-10-25,0700,Aqua,MODIS,70,61.03,299.8,13.2,D,0
106.0016,-2.7844,329.3,1.1,1,2023-10-25,0700,Aqua,MODIS,78,61.03,299.8,20,D,0
105.9907,-2.7765,323.8,1.1,1,2023-10-25,0700,Aqua,MODIS,52,61.03,299.4,13.2,D,0
105.9811,-2.7779,328.1,1.1,1,2023-10-25,0700,Aqua,MODIS,79,61.03,300.7,18.9,D,0
106.4853,-2.6563,345.6,1.1,1.1,2023-10-25,0700,Aqua,MODIS,92,61.03,300.4,53.1,D,0
106.4751,-2.6578,344,1.1,1.1,2023-10-25,0700,Aqua,MODIS,91,61.03,300.2,49.4,D,0
106.4838,-2.6469,323.2,1.1,1.1,2023-10-25,0700,Aqua,MODIS,73,61.03,299.2,15,D,0
106.3542,-2.642,324.7,1.1,1.1,2023-10-25,0700,Aqua,MODIS,75,61.03,298.1,18.8,D,0
106.3443,-2.6434,314.1,1.1,1.1,2023-10-25,0700,Aqua,MODIS,25,61.03,297.1,7.5,D,0
105.9607,-2.1274,328.7,1.1,1,2023-10-25,0700,Aqua,MODIS,0,61.03,291.3,27.8,D,0
106.1523,-2.0708,343.3,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,304.1,47.2,D,0
106.1509,-2.0615,335.2,1.1,1.1,2023-10-25,0700,Aqua,MODIS,0,61.03,301.8,32,D,0
105.3097,-2.1291,320.1,1,1,2023-10-25,0700,Aqua,MODIS,46,61.03,300.1,8.5,D,0
105.3637,-2.112,325.6,1,1,2023-10-25,0700,Aqua,MODIS,59,61.03,303.5,14.7,D,0
105.3545,-2.1133,319.7,1,1,2023-10-25,0700,Aqua,MODIS,54,61.03,301.1,7.8,D,0
106.0426,-1.9846,323.2,1.1,1,2023-10-25,0700,Aqua,MODIS,63,61.03,298.7,14.1,D,0
106.5084,-2.8479,304.8,1,1,2023-10-26,1458,Terra,MODIS,62,61.03,288.3,5.9,N,0
106.2394,-2.8856,313.2,1,1,2023-10-26,1458,Terra,MODIS,87,61.03,292.7,11.1,N,0
106.597,-2.7342,301,1,1,2023-10-26,1458,Terra,MODIS,35,61.03,289,3,N,0
106.4253,-2.7583,308.1,1,1,2023-10-26,1458,Terra,MODIS,73,61.03,293.5,7,N,0
106.4163,-2.7596,306.2,1,1,2023-10-26,1458,Terra,MODIS,67,61.03,292.9,5.8,N,0
106.4628,-2.6791,312.5,1,1,2023-10-26,1459,Terra,MODIS,85,61.03,294.7,9.6,N,0
106.3102,-2.6368,312.1,1,1,2023-10-26,1459,Terra,MODIS,84,61.03,295.2,9.3,N,0
106.3012,-2.6381,313.1,1,1,2023-10-26,1459,Terra,MODIS,86,61.03,295.1,10.3,N,0
106.5068,-3.0225,347.6,1.1,1,2023-10-27,0645,Aqua,MODIS,94,61.03,299.8,53.8,D,0
106.4973,-3.0238,317.3,1.1,1,2023-10-27,0645,Aqua,MODIS,62,61.03,297.1,6.7,D,0
105.998,-2.7817,338.6,1.1,1.1,2023-10-27,0645,Aqua,MODIS,89,61.03,287.1,43.2,D,0
105.9881,-2.7831,349.3,1.1,1.1,2023-10-27,0645,Aqua,MODIS,95,61.03,289.6,66.8,D,0
106.3371,-2.622,326.3,1.1,1,2023-10-27,0645,Aqua,MODIS,75,61.03,301,16.9,D,0
106.3402,-2.6148,325.4,1.1,1,2023-10-27,0645,Aqua,MODIS,78,61.03,301.5,17.1,D,0
106.3306,-2.6162,318.5,1.1,1,2023-10-27,0645,Aqua,MODIS,51,61.03,301.6,9.3,D,0
106.377,-2.6,365.6,1.1,1,2023-10-27,0645,Aqua,MODIS,100,61.03,306.2,103.5,D,0
106.3675,-2.6014,325.9,1.1,1,2023-10-27,0645,Aqua,MODIS,78,61.03,304,16.8,D,0
106.4897,-2.5743,324.1,1.1,1,2023-10-27,0645,Aqua,MODIS,52,61.03,290.8,16.8,D,0
106.3087,-2.6005,325.8,1.1,1,2023-10-27,0645,Aqua,MODIS,76,61.03,299.9,17.7,D,0
106.3074,-2.5913,333.2,1.1,1,2023-10-27,0645,Aqua,MODIS,85,61.03,298,30.5,D,0
106.2978,-2.5927,317.6,1.1,1,2023-10-27,0645,Aqua,MODIS,52,61.03,296.2,11.4,D,0
106.4322,-2.49,317,1.1,1,2023-10-27,0645,Aqua,MODIS,31,61.03,297.4,5.3,D,0
106.2493,-2.8483,310.6,1.4,1.2,2023-10-28,1442,Terra,MODIS,80,61.03,292.8,14,N,0
105.8365,-1.8863,314.1,1.1,1.1,2023-10-29,0303,Terra,MODIS,58,61.03,296.7,7.5,D,0
106.0118,-2.5567,325.5,1.2,1.1,2023-10-29,0303,Terra,MODIS,77,61.03,297.7,21.8,D,0
106.3734,-2.7531,315.7,1.9,1.3,2023-10-29,0630,Aqua,MODIS,60,61.03,296.6,17.3,D,0
106.338,-2.5869,312,1.9,1.3,2023-10-29,0630,Aqua,MODIS,42,61.03,290.3,17.1,D,0
106.3212,-2.5894,326.1,1.9,1.3,2023-10-29,0630,Aqua,MODIS,75,61.03,293.9,50.8,D,0
105.9538,-2.1046,328,2,1.4,2023-10-29,0630,Aqua,MODIS,82,61.03,296.7,51,D,0
105.9362,-2.1072,325.4,2,1.4,2023-10-29,0630,Aqua,MODIS,80,61.03,297.4,42.2,D,0
105.899,-2.1001,322.1,2,1.4,2023-10-29,0630,Aqua,MODIS,77,61.03,297.7,38.3,D,0
106.7904,-2.995,337.1,1.1,1,2023-11-01,0656,Aqua,MODIS,76,61.03,298.7,33,D,0
106.781,-2.9964,316.8,1.1,1,2023-11-01,0656,Aqua,MODIS,0,61.03,297,6.9,D,0
106.7991,-2.9009,314.9,1.1,1,2023-11-01,0656,Aqua,MODIS,40,61.03,295.1,6.7,D,0
106.5258,-2.84,330.5,1,1,2023-11-01,0656,Aqua,MODIS,65,61.03,304.7,18.6,D,0
106.4309,-2.8168,327.6,1,1,2023-11-01,0656,Aqua,MODIS,79,61.03,298.5,17.3,D,0
106.4217,-2.8181,320.8,1,1,2023-11-01,0656,Aqua,MODIS,69,61.03,300.7,9.7,D,0
106.562,-2.742,323,1.1,1,2023-11-01,0656,Aqua,MODIS,73,61.03,300.5,11.9,D,0
106.5527,-2.7433,342.4,1.1,1,2023-11-01,0656,Aqua,MODIS,91,61.03,301.7,40.8,D,0
106.4136,-2.7637,324.6,1,1,2023-11-01,0656,Aqua,MODIS,75,61.03,302.7,11.4,D,0
106.5606,-2.7329,338.3,1.1,1,2023-11-01,0656,Aqua,MODIS,88,61.03,301.6,32.2,D,0
106.5513,-2.7342,337.9,1.1,1,2023-11-01,0656,Aqua,MODIS,88,61.03,300.9,31.2,D,0
106.542,-2.7356,327.4,1.1,1,2023-11-01,0656,Aqua,MODIS,76,61.03,299,15.3,D,0
106.5605,-2.7066,323.2,1.1,1,2023-11-01,0656,Aqua,MODIS,71,61.03,301.2,11.1,D,0
106.5512,-2.7079,318,1.1,1,2023-11-01,0656,Aqua,MODIS,45,61.03,300.5,5.5,D,0
106.6152,-2.6894,322.4,1.1,1,2023-11-01,0656,Aqua,MODIS,62,61.03,302.4,8.5,D,0
106.4662,-2.7109,329.5,1,1,2023-11-01,0656,Aqua,MODIS,80,61.03,300,19.3,D,0
106.4292,-2.7163,336.7,1,1,2023-11-01,0656,Aqua,MODIS,87,61.03,299.6,30,D,0
106.0878,-2.3419,315.7,1,1,2023-11-01,0656,Aqua,MODIS,64,61.03,298.5,4.8,D,0
105.9459,-2.215,319.8,1,1,2023-11-01,0657,Aqua,MODIS,62,61.03,299.4,9.6,D,0
106.8062,-2.9832,303.3,1,1,2023-11-02,1449,Terra,MODIS,49,61.03,288.7,4.4,N,0
106.797,-2.9844,303.9,1,1,2023-11-02,1449,Terra,MODIS,53,61.03,288.2,4.7,N,0
106.516,-2.8444,300.3,1.9,1.4,2023-11-04,1432,Terra,MODIS,24,61.03,279.9,9.2,N,0
106.761,-2.5659,328.6,1,1,2023-11-05,0254,Terra,MODIS,72,61.03,297.5,19.5,D,0
106.4982,-2.5462,320.2,1,1,2023-11-05,0254,Terra,MODIS,62,61.03,297.7,10,D,0
106.5071,-2.5475,325.5,1,1,2023-11-05,0254,Terra,MODIS,79,61.03,297.6,15.7,D,0
106.5279,-2.8616,314.1,1,1,2023-11-07,1456,Terra,MODIS,89,61.03,294.5,10.5,N,0
106.5189,-2.8431,305.6,1,1,2023-11-07,1456,Terra,MODIS,63,61.03,294.8,4.6,N,0
106.5101,-2.8443,317.1,1,1,2023-11-07,1456,Terra,MODIS,94,61.03,294.8,13.3,N,0
106.5265,-2.833,311.1,1,1,2023-11-07,1456,Terra,MODIS,82,61.03,295,8.1,N,0
106.3751,-2.7621000000000002,308,1,1,2023-11-07,1456,Terra,MODIS,73,61.03,293.4,6.6,N,0
106.5182,-2.8467,304.7,1.4,1.2,2023-11-07,1834,Aqua,MODIS,56,61.03,294.3,7.3,N,0
105.9442,-1.7188,311.8,2.1,1.4,2023-11-08,0317,Terra,MODIS,51,61.03,294.2,12.9,D,0
106.5413,-2.8635,310.1,2.4,1.5,2023-11-08,0318,Terra,MODIS,35,61.03,292.4,18.1,D,0
106.5362,-2.8595,312,2.4,1.5,2023-11-08,0318,Terra,MODIS,37,61.03,292.2,23.1,D,0
106.6302,-3.0529,318.4,1,1,2023-11-08,0653,Aqua,MODIS,67,61.03,301.1,8.1,D,0
106.6213,-3.0542,352.4,1,1,2023-11-08,0653,Aqua,MODIS,96,61.03,302.3,59.9,D,0
106.8435,-2.9382,317.9,1,1,2023-11-08,0653,Aqua,MODIS,66,61.03,302.4,7.9,D,0
106.4993,-2.924,319.4,1,1,2023-11-08,0653,Aqua,MODIS,68,61.03,299.7,10,D,0
106.5291,-2.8633,326.6,1,1,2023-11-08,0653,Aqua,MODIS,71,61.03,301.8,15.3,D,0
106.5354,-2.8442,325.8,1,1,2023-11-08,0653,Aqua,MODIS,55,61.03,302.8,13.2,D,0
106.5265,-2.8455,346.3,1,1,2023-11-08,0653,Aqua,MODIS,93,61.03,305.3,43.7,D,0
106.5341,-2.8353,322.1,1,1,2023-11-08,0653,Aqua,MODIS,58,61.03,301.8,9.5,D,0
106.5252,-2.8366,347.4,1,1,2023-11-08,0653,Aqua,MODIS,93,61.03,304.7,46.3,D,0
106.6048,-2.5952,320.4,1,1,2023-11-08,0653,Aqua,MODIS,70,61.03,302.4,8.1,D,0
106.5323,-2.5966,316.7,1,1,2023-11-08,0653,Aqua,MODIS,55,61.03,301.1,6.6,D,0
106.5234,-2.5979,316.1,1,1,2023-11-08,0653,Aqua,MODIS,61,61.03,301.4,6.1,D,0
106.5359,-2.8336,302.7,2.4,1.5,2023-11-08,1915,Aqua,MODIS,51,61.03,292.3,15.3,N,0
